,away_assist_percentage,away_assists,away_block_percentage,away_blocks,away_defensive_rating,away_defensive_rebound_percentage,away_defensive_rebounds,away_effective_field_goal_percentage,away_field_goal_attempts,away_field_goal_percentage,away_field_goals,away_free_throw_attempt_rate,away_free_throw_attempts,away_free_throw_percentage,away_free_throws,away_losses,away_minutes_played,away_offensive_rating,away_offensive_rebound_percentage,away_offensive_rebounds,away_personal_fouls,away_points,away_ranking,away_steal_percentage,away_steals,away_three_point_attempt_rate,away_three_point_field_goal_attempts,away_three_point_field_goal_percentage,away_three_point_field_goals,away_total_rebound_percentage,away_total_rebounds,away_true_shooting_percentage,away_turnover_percentage,away_turnovers,away_two_point_field_goal_attempts,away_two_point_field_goal_percentage,away_two_point_field_goals,away_win_percentage,away_wins,date,home_assist_percentage,home_assists,home_block_percentage,home_blocks,home_defensive_rating,home_defensive_rebound_percentage,home_defensive_rebounds,home_effective_field_goal_percentage,home_field_goal_attempts,home_field_goal_percentage,home_field_goals,home_free_throw_attempt_rate,home_free_throw_attempts,home_free_throw_percentage,home_free_throws,home_losses,home_minutes_played,home_offensive_rating,home_offensive_rebound_percentage,home_offensive_rebounds,home_personal_fouls,home_points,home_ranking,home_steal_percentage,home_steals,home_three_point_attempt_rate,home_three_point_field_goal_attempts,home_three_point_field_goal_percentage,home_three_point_field_goals,home_total_rebound_percentage,home_total_rebounds,home_true_shooting_percentage,home_turnover_percentage,home_turnovers,home_two_point_field_goal_attempts,home_two_point_field_goal_percentage,home_two_point_field_goals,home_win_percentage,home_wins,location,losing_abbr,losing_name,pace,winner,winning_abbr,winning_name
2019-12-07-14-evansville,36.4,12,3.4,1,140.3,63.6,14,0.579,63,0.524,33,0.238,15,0.933,14,5,200,120.8,14.3,4,19,87,,2.8,2,0.302,19,0.368,7,36.0,18,0.62,9.1,7,44,0.591,26,0.444,4,"December 7, 2019",64.7,22,9.1,4,120.8,85.7,24,0.755,53,0.642,34,0.566,30,0.7,21,3,200,140.3,36.4,8,16,101,,2.8,2,0.453,24,0.5,12,64.0,32,0.751,14.2,11,29,0.759,22,0.7,7,"Ford Center, Evansville, Indiana",MIAMI-OH,Miami (OH),71.7,Home,EVANSVILLE,Evansville
2019-12-15-14-miami-oh,46.4,13,13.9,5,109.7,63.2,24,0.442,69,0.406,28,0.203,14,0.429,6,9,200,93.1,31.7,13,15,67,,11.1,8,0.377,26,0.192,5,46.8,37,0.443,9.6,8,43,0.535,23,0.1,1,"December 15, 2019",66.7,20,9.3,4,93.1,68.3,28,0.493,72,0.417,30,0.153,11,0.727,8,5,200,109.7,36.8,14,10,79,,2.8,2,0.5,36,0.306,11,53.2,42,0.511,11.5,10,36,0.528,19,0.5,5,"Millett Hall, Oxford, Ohio",MISSISSIPPI-VALLEY-STATE,Mississippi Valley State,71.9,Home,MIAMI-OH,Miami (OH)
2019-12-18-20-louisville,61.1,11,2.8,1,101.4,67.4,29,0.318,66,0.273,18,0.091,6,0.667,4,6,200,66.7,15.2,7,19,46,,4.3,3,0.5,33,0.182,6,40.4,36,0.334,11.6,9,33,0.364,12,0.455,5,"December 18, 2019",44.0,11,15.2,5,66.7,84.8,39,0.468,63,0.397,25,0.27,17,0.647,11,1,200,101.4,32.6,14,13,70,3,2.9,2,0.429,27,0.333,9,59.6,53,0.492,12.4,10,36,0.444,16,0.917,11,"KFC Yum! Center, Louisville, Kentucky",MIAMI-OH,Miami (OH),69.0,Home,LOUISVILLE,Louisville
2019-12-21-14-miami-oh,33.3,6,9.7,3,107.6,80.6,29,0.382,55,0.327,18,0.473,26,0.5,13,4,200,83.3,30.2,13,19,55,,1.5,1,0.309,17,0.353,6,53.2,42,0.408,15.3,12,38,0.316,12,0.667,8,"December 21, 2019",56.5,13,7.9,3,83.3,69.8,30,0.483,59,0.39,23,0.288,17,0.824,14,6,200,107.6,19.4,7,23,71,,9.1,6,0.475,28,0.393,11,46.8,37,0.529,8.3,6,31,0.387,12,0.5,6,"Millett Hall, Oxford, Ohio",BRADLEY,Bradley,66.2,Home,MIAMI-OH,Miami (OH)
2019-11-05-21-kentucky,63.6,14,0.0,0,97.2,82.1,23,0.438,56,0.393,22,0.321,18,0.722,13,1,200,87.3,21.9,7,23,62,1,5.6,4,0.464,26,0.192,5,50.0,30,0.48,19.0,15,30,0.567,17,0.0,0,"November 5, 2019",47.4,9,10.0,3,87.3,78.1,25,0.44,50,0.38,19,0.64,32,0.781,25,0,200,97.2,17.9,5,20,69,2,5.6,4,0.36,18,0.333,6,50.0,30,0.529,13.5,10,32,0.406,13,1.0,1,"Madison Square Garden (IV), New York, New York",MICHIGAN-STATE,Michigan State,71.4,Home,KENTUCKY,Kentucky
2019-11-10-19-michigan-state,61.1,11,0.0,0,131.6,59.3,16,0.375,60,0.3,18,0.167,10,0.2,2,2,200,61.8,25.7,9,19,47,,2.6,2,0.5,30,0.3,9,40.3,25,0.363,22.8,19,30,0.3,9,0.0,0,"November 10, 2019",65.8,25,23.3,7,61.8,74.3,26,0.561,74,0.514,38,0.27,20,0.85,17,1,200,131.6,40.7,11,13,100,1,9.2,7,0.338,25,0.28,7,59.7,37,0.599,4.6,4,49,0.633,31,0.5,1,"Breslin Events Center, East Lansing, Michigan",BINGHAMTON,Binghamton,75.6,Home,MICHIGAN-STATE,Michigan State
2019-11-14-20-seton-hall,55.6,15,9.4,3,96.1,78.1,25,0.508,65,0.415,27,0.262,17,0.588,10,1,200,100.0,31.6,12,14,76,3,14.5,11,0.415,27,0.444,12,52.9,37,0.52,16.2,14,38,0.395,15,0.667,2,"November 14, 2019",53.8,14,15.8,6,100.0,68.4,26,0.525,60,0.433,26,0.25,15,0.667,10,1,200,96.1,21.9,7,15,73,12,11.8,9,0.467,28,0.393,11,47.1,33,0.544,19.4,16,32,0.469,15,0.667,2,"Prudential Center, Newark, New Jersey",SETON-HALL,Seton Hall,75.6,Away,MICHIGAN-STATE,Michigan State
2019-11-18-18-michigan-state,47.4,9,2.1,1,127.0,46.4,13,0.294,68,0.279,19,0.118,8,0.75,6,4,200,62.2,17.0,8,22,46,,10.8,8,0.353,24,0.083,2,28.0,21,0.32,14.4,12,44,0.386,17,0.2,1,"November 18, 2019",86.1,31,18.2,8,62.2,83.0,39,0.594,64,0.563,36,0.391,25,0.72,18,1,200,127.0,53.6,15,13,94,3,8.1,6,0.266,17,0.235,4,72.0,54,0.619,13.8,12,47,0.681,32,0.75,3,"Breslin Events Center, East Lansing, Michigan",CHARLESTON-SOUTHERN,Charleston Southern,74.3,Home,MICHIGAN-STATE,Michigan State
2019-11-25-17-michigan-state,69.6,16,16.7,6,100.0,58.1,18,0.538,52,0.442,23,0.423,22,0.682,15,0,200,107.6,21.2,7,16,71,,12.1,8,0.404,21,0.476,10,39.1,25,0.568,11.5,8,31,0.419,13,1.0,6,"November 25, 2019",54.2,13,6.5,2,107.6,78.8,26,0.475,59,0.407,24,0.237,14,0.714,10,2,200,100.0,41.9,13,20,66,3,4.5,3,0.39,23,0.348,8,60.9,39,0.503,19.7,16,36,0.444,16,0.6,3,"Lahaina Civic Center, Lahaina, Hawaii",MICHIGAN-STATE,Michigan State,66.1,Away,VIRGINIA-TECH,Virginia Tech
2019-11-26-14-michigan-state,44.4,12,10.9,5,114.8,76.7,23,0.508,65,0.415,27,0.338,22,0.864,19,2,200,104.9,25.0,9,19,85,,11.1,9,0.477,31,0.387,12,48.5,32,0.563,15.8,14,34,0.441,15,0.667,4,"November 26, 2019",62.5,20,5.9,2,104.9,75.0,27,0.571,63,0.508,32,0.429,27,0.778,21,2,200,114.8,23.3,7,15,93,3,7.4,6,0.27,17,0.471,8,51.5,34,0.613,13.8,12,46,0.522,24,0.667,4,"Lahaina Civic Center, Lahaina, Hawaii",GEORGIA,Georgia,80.6,Home,MICHIGAN-STATE,Michigan State
2019-11-27-14-ucla,47.8,11,22.0,9,101.6,67.7,21,0.54,50,0.46,23,0.5,25,0.84,21,2,200,123.0,32.1,9,19,75,3,4.9,3,0.38,19,0.421,8,50.8,30,0.606,9.0,6,31,0.484,15,0.714,5,"November 27, 2019",22.7,5,6.5,2,123.0,67.9,19,0.411,56,0.393,22,0.375,21,0.762,16,3,200,101.6,32.3,10,19,62,,1.6,1,0.268,15,0.133,2,49.2,29,0.47,9.7,7,41,0.488,20,0.625,5,"Lahaina Civic Center, Lahaina, Hawaii",UCLA,UCLA,60.9,Away,MICHIGAN-STATE,Michigan State
2019-12-03-21-michigan-state,68.8,22,23.9,11,98.7,73.0,27,0.623,57,0.561,32,0.386,22,0.727,16,1,200,114.5,22.2,6,21,87,10,13.2,10,0.263,15,0.467,7,51.6,33,0.645,17.4,14,42,0.595,25,0.889,8,"December 3, 2019",75.0,21,14.3,6,114.5,77.8,21,0.484,62,0.452,28,0.371,23,0.652,15,3,200,98.7,27.0,10,15,75,11,9.2,7,0.258,16,0.25,4,48.4,31,0.514,16.3,14,46,0.522,24,0.625,5,"Breslin Events Center, East Lansing, Michigan",MICHIGAN-STATE,Michigan State,76.2,Away,DUKE,Duke
2019-12-08-19-michigan-state,58.3,14,5.9,2,104.1,81.5,22,0.433,60,0.4,24,0.317,19,0.684,13,3,200,87.8,17.6,6,23,65,,4.1,3,0.233,14,0.286,4,45.9,28,0.471,13.9,11,46,0.435,20,0.667,6,"December 8, 2019",70.8,17,6.5,3,87.8,82.4,28,0.5,55,0.436,24,0.491,27,0.815,22,3,200,104.1,18.5,5,16,77,11,10.8,8,0.382,21,0.333,7,54.1,33,0.568,14.1,11,34,0.5,17,0.667,6,"Breslin Events Center, East Lansing, Michigan",RUTGERS,Rutgers,73.9,Home,MICHIGAN-STATE,Michigan State
2019-12-14-12-oakland,80.8,21,11.6,5,66.2,86.7,39,0.509,58,0.448,26,0.31,18,0.722,13,3,200,97.3,37.0,10,14,72,16,2.7,2,0.569,33,0.212,7,68.1,49,0.541,20.5,17,25,0.76,19,0.7,7,"December 14, 2019",70.6,12,0.0,0,97.3,63.0,17,0.315,65,0.262,17,0.185,12,0.667,8,6,200,66.2,13.3,6,13,49,,9.5,7,0.338,22,0.318,7,31.9,23,0.347,11.4,9,43,0.233,10,0.455,5,"Little Caesars Arena, Detroit, Michigan",OAKLAND,Oakland,73.6,Away,MICHIGAN-STATE,Michigan State
2019-12-18-20-northwestern,60.7,17,7.5,3,97.3,94.1,32,0.533,61,0.459,28,0.23,14,0.857,12,3,200,104.1,31.0,9,12,77,15,4.1,3,0.344,21,0.429,9,65.1,41,0.569,19.2,16,40,0.475,19,0.727,8,"December 18, 2019",57.7,15,10.0,4,104.1,69.0,20,0.5,61,0.426,26,0.246,15,0.733,11,5,200,97.3,5.9,2,15,72,,10.8,8,0.344,21,0.429,9,34.9,22,0.528,10.6,8,40,0.425,17,0.5,5,"Welsh-Ryan Arena, Evanston, Illinois",NORTHWESTERN,Northwestern,74.4,Away,MICHIGAN-STATE,Michigan State
2019-12-21-19-michigan-state,50.0,8,6.9,2,127.8,69.7,23,0.261,67,0.239,16,0.448,30,0.433,13,2,200,60.8,27.3,15,23,48,,11.4,9,0.433,29,0.103,3,43.2,38,0.295,13.9,13,38,0.342,13,0.818,9,"December 21, 2019",84.4,27,23.7,9,60.8,72.7,40,0.669,59,0.542,32,0.525,31,0.71,22,3,200,127.8,30.3,10,25,101,15,6.3,5,0.508,30,0.5,15,56.8,50,0.685,18.1,16,29,0.586,17,0.75,9,"Breslin Events Center, East Lansing, Michigan",EASTERN-MICHIGAN,Eastern Michigan,79.5,Home,MICHIGAN-STATE,Michigan State
2019-11-05-19-michigan,34.6,9,0.0,0,101.3,69.4,25,0.491,57,0.456,26,0.386,22,0.682,15,1,201,91.0,19.2,5,23,71,,11.5,9,0.228,13,0.308,4,48.4,30,0.526,21.3,18,44,0.5,22,0.0,0,"November 5, 2019",51.7,15,13.6,6,91.0,80.8,21,0.549,61,0.475,29,0.311,19,0.632,12,0,201,101.3,30.6,11,18,79,,10.3,8,0.41,25,0.36,9,51.6,32,0.564,19.7,17,36,0.556,20,1.0,1,"Crisler Arena, Ann Arbor, Michigan",APPALACHIAN-STATE,Appalachian State,77.8,Home,MICHIGAN,Michigan
2019-11-12-18-michigan,48.4,15,3.3,1,119.7,85.7,18,0.473,73,0.425,31,0.027,2,0.0,0,1,200,104.5,41.7,15,12,69,,9.1,6,0.274,20,0.35,7,57.9,33,0.467,8.7,7,53,0.453,24,0.5,1,"November 12, 2019",53.3,16,11.3,6,104.5,58.3,21,0.651,53,0.566,30,0.226,12,0.833,10,0,200,119.7,14.3,3,7,79,,4.5,3,0.434,23,0.391,9,42.1,24,0.673,15.9,11,30,0.7,21,1.0,2,"Crisler Arena, Ann Arbor, Michigan",CREIGHTON,Creighton,66.3,Home,MICHIGAN,Michigan
2019-11-15-19-michigan,15.0,3,0.0,0,107.7,75.9,22,0.364,59,0.339,20,0.136,8,0.875,7,2,200,76.9,12.5,4,14,50,,6.2,4,0.22,13,0.231,3,42.6,26,0.398,7.4,5,46,0.37,17,0.5,2,"November 15, 2019",42.9,12,13.0,6,76.9,87.5,28,0.543,58,0.483,28,0.172,10,0.7,7,0,200,107.7,24.1,7,7,70,,4.6,3,0.397,23,0.304,7,57.4,35,0.558,13.8,10,35,0.6,21,1.0,3,"Crisler Arena, Ann Arbor, Michigan",ELON,Elon,64.8,Home,MICHIGAN,Michigan
2019-11-22-19-michigan,23.1,6,0.0,0,127.6,69.4,25,0.423,71,0.366,26,0.183,13,0.615,8,4,200,78.2,18.4,7,17,68,,5.7,5,0.324,23,0.348,8,43.2,32,0.441,19.8,19,48,0.375,18,0.0,0,"November 22, 2019",67.4,29,8.3,4,78.2,81.6,31,0.649,77,0.558,43,0.208,16,0.688,11,0,200,127.6,30.6,11,12,111,,10.3,9,0.377,29,0.483,14,56.8,42,0.656,12.5,12,48,0.604,29,1.0,4,"Crisler Arena, Ann Arbor, Michigan",HOUSTON-BAPTIST,Houston Baptist,87.4,Home,MICHIGAN,Michigan
2019-11-27-12-iowa-state,60.0,18,6.3,3,96.2,82.1,32,0.673,52,0.577,30,0.346,18,0.722,13,0,200,105.1,13.6,3,19,83,,6.3,5,0.404,21,0.476,10,57.4,35,0.685,26.9,22,31,0.645,20,1.0,5,"November 27, 2019",46.7,14,12.9,4,105.1,86.4,19,0.471,69,0.435,30,0.246,17,0.647,11,2,200,96.2,17.9,7,16,76,,19.0,15,0.304,21,0.238,5,42.6,26,0.493,10.5,9,48,0.521,25,0.6,3,"Imperial Arena at Atlantis Resort, Paradise Island",IOWA-STATE,Iowa State,79.3,Away,MICHIGAN,Michigan
2019-11-28-13-michigan,30.8,8,6.7,2,101.4,80.8,21,0.443,61,0.426,26,0.328,20,0.5,10,1,200,88.9,23.5,8,15,64,6,5.6,4,0.213,13,0.154,2,48.3,29,0.454,13.6,11,48,0.5,24,0.833,5,"November 28, 2019",53.6,15,14.6,7,88.9,76.5,26,0.598,56,0.5,28,0.179,10,0.6,6,0,200,101.4,19.2,5,18,73,,9.7,7,0.464,26,0.423,11,51.7,31,0.601,19.9,15,30,0.567,17,1.0,6,"Imperial Arena at Atlantis Resort, Paradise Island",NORTH-CAROLINA,UNC,72.1,Home,MICHIGAN,Michigan
2019-11-29-14-michigan,46.2,12,2.5,1,115.5,77.4,24,0.446,65,0.4,26,0.2,13,0.462,6,1,200,90.1,28.2,11,8,64,8,8.5,6,0.185,12,0.5,6,50.0,35,0.45,14.5,12,53,0.377,20,0.889,8,"November 29, 2019",50.0,17,11.3,6,90.1,71.8,28,0.635,63,0.54,34,0.079,5,0.4,2,0,200,115.5,22.6,7,12,82,,7.0,5,0.365,23,0.522,12,50.0,35,0.627,14.4,11,40,0.55,22,1.0,7,"Imperial Arena at Atlantis Resort, Paradise Island",GONZAGA,Gonzaga,70.8,Home,MICHIGAN,Michigan
2019-12-03-19-louisville,40.0,6,7.3,3,86.6,76.9,30,0.284,58,0.259,15,0.259,15,0.667,10,1,200,64.2,18.6,8,14,43,4,6.0,4,0.328,19,0.158,3,46.3,38,0.33,13.4,10,39,0.308,12,0.875,7,"December 3, 2019",36.4,8,10.3,4,64.2,81.4,35,0.4,60,0.367,22,0.3,18,0.556,10,0,200,86.6,23.1,9,16,58,1,9.0,6,0.317,19,0.211,4,53.7,44,0.423,10.5,8,41,0.439,18,1.0,8,"KFC Yum! Center, Louisville, Kentucky",MICHIGAN,Michigan,67.3,Home,LOUISVILLE,Louisville
2019-12-06-18-michigan,37.1,13,0.0,0,137.3,56.0,14,0.493,74,0.473,35,0.324,24,0.75,18,3,200,121.3,35.9,14,22,91,,1.3,1,0.203,15,0.2,3,43.8,28,0.533,7.6,7,59,0.542,32,0.667,6,"December 6, 2019",65.6,21,10.2,6,121.3,64.1,25,0.638,58,0.552,32,0.586,34,0.853,29,1,200,137.3,44.0,11,19,103,4,5.3,4,0.414,24,0.417,10,56.3,36,0.695,11.0,9,34,0.647,22,0.889,8,"Crisler Arena, Ann Arbor, Michigan",IOWA,Iowa,75.3,Home,MICHIGAN,Michigan
2019-12-11-21-illinois,44.4,12,10.0,5,101.4,63.3,19,0.46,62,0.435,27,0.097,6,0.833,5,2,200,88.6,16.1,5,18,62,5,8.6,6,0.29,18,0.167,3,39.3,24,0.478,11.0,8,44,0.545,24,0.8,8,"December 11, 2019",21.4,6,13.6,6,88.6,83.9,26,0.467,61,0.459,28,0.328,20,0.7,14,3,200,101.4,36.7,11,10,71,,7.1,5,0.18,11,0.091,1,60.7,37,0.504,14.7,12,50,0.54,27,0.7,7,"State Farm Center, Champaign, Illinois",MICHIGAN,Michigan,69.7,Home,ILLINOIS,Illinois
2019-12-14-12-michigan,22.2,6,7.5,3,100.0,80.0,24,0.585,53,0.509,27,0.245,13,0.692,9,2,225,101.4,19.2,5,15,71,10,8.6,6,0.302,16,0.5,8,51.8,29,0.6,18.1,13,37,0.514,19,0.8,8,"December 14, 2019",56.0,14,8.1,3,101.4,80.8,21,0.484,61,0.41,25,0.23,14,0.786,11,3,225,100.0,20.0,6,12,70,5,5.7,4,0.344,21,0.429,9,48.2,27,0.517,14.1,11,40,0.4,16,0.727,8,"Crisler Arena, Ann Arbor, Michigan",MICHIGAN,Michigan,62.1,Away,OREGON,Oregon
2019-12-21-12-michigan,41.2,7,3.8,1,132.3,53.8,14,0.308,60,0.283,17,0.183,11,0.636,7,10,200,67.7,21.1,8,19,44,,6.2,4,0.333,20,0.15,3,34.4,22,0.337,14.5,11,40,0.35,14,0.167,2,"December 21, 2019",50.0,14,15.0,6,67.7,78.9,30,0.632,53,0.528,28,0.472,25,0.76,19,3,200,132.3,46.2,12,12,86,14,10.8,7,0.509,27,0.407,11,65.6,42,0.663,11.1,8,26,0.654,17,0.75,9,"Crisler Arena, Ann Arbor, Michigan",PRESBYTERIAN,Presbyterian,64.6,Home,MICHIGAN,Michigan
2019-11-05-12-middle-tennessee,50.0,10,3.9,2,133.7,54.5,18,0.395,57,0.351,20,0.456,26,0.615,16,0,200,68.5,21.1,8,24,61,,7.9,7,0.193,11,0.455,5,36.6,26,0.44,27.5,26,46,0.326,15,0.0,0,"November 5, 2019",42.2,19,13.0,6,68.5,78.9,30,0.66,75,0.6,45,0.427,32,0.625,20,0,200,133.7,45.5,15,23,119,,13.5,12,0.32,24,0.375,9,63.4,45,0.66,14.4,15,51,0.706,36,1.0,1,"Murphy Athletic Center, Murfreesboro, Tennessee","Maryville (TN)
			","Maryville (TN)
			",88.8,Home,MIDDLE-TENNESSEE,Middle Tennessee
2019-11-09-16-lipscomb,60.9,14,12.5,4,88.6,73.7,28,0.518,57,0.404,23,0.298,17,0.824,14,0,200,92.4,17.6,6,18,73,,10.1,8,0.526,30,0.433,13,47.2,34,0.561,23.7,20,27,0.37,10,1.0,2,"November 9, 2019",50.0,12,22.2,6,92.4,82.4,28,0.445,64,0.375,24,0.25,16,0.813,13,1,200,88.6,26.3,10,16,70,,5.1,4,0.5,32,0.281,9,52.8,38,0.489,20.2,18,32,0.469,15,0.5,1,"Allen Arena, Nashville, Tennessee",LIPSCOMB,Lipscomb,79.3,Away,MIDDLE-TENNESSEE,Middle Tennessee
2019-11-13-19-middle-tennessee,34.5,10,2.1,1,115.7,81.1,30,0.493,70,0.414,29,0.257,18,0.722,13,0,200,98.8,25.6,10,12,82,,2.4,2,0.357,25,0.44,11,52.6,40,0.522,18.8,18,45,0.4,18,0.0,0,"November 13, 2019",58.3,21,11.1,5,98.8,74.4,29,0.556,72,0.5,36,0.278,20,0.8,16,0,200,115.7,18.9,7,18,96,,9.6,8,0.333,24,0.333,8,47.4,36,0.589,4.7,4,48,0.583,28,1.0,3,"Murphy Athletic Center, Murfreesboro, Tennessee","Mars Hill
			","Mars Hill
			",82.5,Home,MIDDLE-TENNESSEE,Middle Tennessee
2019-11-18-19-coastal-carolina,64.0,16,6.4,3,114.8,66.7,26,0.484,63,0.397,25,0.286,18,0.611,11,1,200,88.9,21.6,8,23,72,,8.6,7,0.413,26,0.423,11,44.7,34,0.503,20.2,18,37,0.378,14,0.75,3,"November 18, 2019",38.7,12,10.8,4,88.9,78.4,29,0.507,68,0.456,31,0.5,34,0.706,24,2,200,114.8,33.3,13,18,93,,14.8,12,0.309,21,0.333,7,55.3,42,0.553,9.8,9,47,0.511,24,0.5,2,"The HTC Center, Conway, South Carolina",MIDDLE-TENNESSEE,Middle Tennessee,80.9,Home,COASTAL-CAROLINA,Coastal Carolina
2019-11-21-11-middle-tennessee,71.1,27,9.5,4,94.5,73.0,27,0.701,67,0.567,38,0.09,6,0.667,4,1,200,134.2,26.9,7,21,98,17,8.2,6,0.567,38,0.474,18,54.0,34,0.702,12.6,10,29,0.69,20,0.75,3,"November 21, 2019",46.2,12,3.4,1,134.2,73.1,19,0.467,60,0.433,26,0.35,21,0.619,13,2,200,94.5,27.0,10,13,69,,8.2,6,0.3,18,0.222,4,46.0,29,0.493,16.8,14,42,0.524,22,0.6,3,"The HTC Center, Conway, South Carolina",MIDDLE-TENNESSEE,Middle Tennessee,73.4,Away,VILLANOVA,Villanova
2019-11-22-12-middle-tennessee,54.2,13,0.0,0,102.8,78.6,22,0.6,50,0.48,24,0.6,30,0.867,26,1,200,119.4,28.0,7,15,86,,13.9,10,0.48,24,0.5,12,54.7,29,0.669,18.1,14,26,0.462,12,0.8,4,"November 22, 2019",70.0,21,7.7,2,119.4,72.0,18,0.603,58,0.517,30,0.121,7,0.571,4,3,200,102.8,21.4,6,17,74,,6.9,5,0.448,26,0.385,10,45.3,24,0.603,21.8,17,32,0.625,20,0.5,3,"The HTC Center, Conway, South Carolina",MIDDLE-TENNESSEE,Middle Tennessee,71.8,Away,TULANE,Tulane
2019-11-24-19-ohio,59.1,13,2.9,1,102.7,81.8,27,0.424,59,0.373,22,0.237,14,0.929,13,4,200,86.3,25.0,8,21,63,,4.1,3,0.356,21,0.286,6,53.8,35,0.48,18.7,15,38,0.421,16,0.429,3,"November 24, 2019",66.7,16,5.3,2,86.3,75.0,24,0.509,57,0.421,24,0.439,25,0.68,17,3,200,102.7,18.2,6,15,75,,15.1,11,0.404,23,0.435,10,46.2,30,0.544,13.9,11,34,0.412,14,0.571,4,"The HTC Center, Conway, South Carolina",MIDDLE-TENNESSEE,Middle Tennessee,73.3,Home,OHIO,Ohio
2019-11-30-20-middle-tennessee,64.3,18,2.3,1,85.5,78.0,32,0.58,56,0.5,28,0.179,10,0.6,6,3,200,102.9,28.6,8,16,71,,8.7,6,0.429,24,0.375,9,58.0,40,0.584,18.8,14,32,0.594,19,0.625,5,"November 30, 2019",57.1,12,12.5,4,102.9,71.4,20,0.385,61,0.344,21,0.279,17,0.706,12,5,200,85.5,22.0,9,13,59,,14.5,10,0.279,17,0.294,5,42.0,29,0.427,13.8,11,44,0.364,16,0.375,3,"Murphy Athletic Center, Murfreesboro, Tennessee",MIDDLE-TENNESSEE,Middle Tennessee,68.9,Away,BELMONT,Belmont
2019-12-03-19-middle-tennessee,38.5,5,0.0,0,134.4,51.4,18,0.314,51,0.255,13,0.137,7,0.857,6,0,200,59.4,8.6,3,16,38,,4.7,3,0.529,27,0.222,6,30.0,21,0.35,19.4,13,24,0.292,7,0.0,0,"December 3, 2019",61.3,19,8.3,2,59.4,91.4,32,0.563,63,0.492,31,0.349,22,0.682,15,5,200,134.4,48.6,17,12,86,,10.9,7,0.349,22,0.409,9,70.0,49,0.585,9.9,8,41,0.537,22,0.444,4,"Murphy Athletic Center, Murfreesboro, Tennessee","Columbia International
			","Columbia International
			",64.4,Home,MIDDLE-TENNESSEE,Middle Tennessee
2019-12-07-20-murray-state,35.0,7,18.2,8,116.4,66.7,16,0.371,58,0.345,20,0.31,18,0.5,9,6,200,71.2,26.3,10,19,52,,12.3,9,0.379,22,0.136,3,41.9,26,0.391,17.5,14,36,0.472,17,0.4,4,"December 7, 2019",71.9,23,11.1,4,71.2,73.7,28,0.616,56,0.571,32,0.393,22,0.727,16,4,200,116.4,33.3,8,16,85,,5.5,4,0.214,12,0.417,5,58.1,36,0.64,19.6,16,44,0.614,27,0.556,5,"CFSB Center, Murray, Kentucky",MIDDLE-TENNESSEE,Middle Tennessee,72.5,Home,MURRAY-STATE,Murray State
2019-12-14-15-mississippi,53.8,14,3.2,1,115.5,84.0,21,0.466,59,0.441,26,0.305,18,0.5,9,7,200,90.1,22.9,8,18,64,,8.5,6,0.305,18,0.167,3,48.3,29,0.474,15.2,12,41,0.561,23,0.364,4,"December 14, 2019",82.1,23,9.8,4,90.1,77.1,27,0.66,53,0.528,28,0.302,16,0.75,12,3,200,115.5,16.0,4,19,82,,11.3,8,0.415,22,0.636,14,51.7,31,0.677,18.9,14,31,0.452,14,0.7,7,"The Pavilion at Ole Miss, Oxford, Mississippi",MIDDLE-TENNESSEE,Middle Tennessee,71.1,Home,MISSISSIPPI,Ole Miss
2019-12-21-15-middle-tennessee,30.8,8,21.7,5,97.0,75.0,24,0.452,62,0.419,26,0.177,11,0.909,10,4,200,98.5,32.3,10,18,66,,11.9,8,0.242,15,0.267,4,54.0,34,0.491,14.1,11,47,0.468,22,0.667,8,"December 21, 2019",70.0,14,8.5,4,98.5,67.7,21,0.52,49,0.408,20,0.429,21,0.667,14,8,200,97.0,25.0,8,15,65,,4.5,3,0.531,26,0.423,11,46.0,29,0.551,20.5,15,23,0.391,9,0.333,4,"Murphy Athletic Center, Murfreesboro, Tennessee",MIDDLE-TENNESSEE,Middle Tennessee,67.1,Away,ST-BONAVENTURE,St. Bonaventure
2019-11-05-20-milwaukee,72.7,16,4.7,2,91.1,76.7,33,0.4,60,0.367,22,0.333,20,0.7,14,0,200,78.5,21.6,8,18,62,,10.1,8,0.3,18,0.222,4,51.3,41,0.446,18.9,16,42,0.429,18,0.0,0,"November 5, 2019",48.1,13,7.1,3,78.5,78.4,29,0.436,70,0.386,27,0.229,16,0.688,11,0,200,91.1,23.3,10,20,72,,10.1,8,0.386,27,0.259,7,48.8,39,0.464,13.5,12,43,0.465,20,1.0,1,"UW-Milwaukee Panther Arena, Milwaukee, Wisconsin","Concordia (WI)
			","Concordia (WI)
			",78.6,Home,MILWAUKEE,Milwaukee
2019-11-09-19-milwaukee,40.0,12,9.3,5,100.0,63.5,33,0.522,67,0.448,30,0.851,57,0.789,45,0,275,104.5,19.4,7,33,115,,5.5,6,0.373,25,0.4,10,45.5,40,0.611,19.3,22,42,0.476,20,1.0,2,"November 9, 2019",41.2,14,7.1,3,104.5,80.6,29,0.459,85,0.4,34,0.6,51,0.627,32,1,275,100.0,36.5,19,42,110,,11.8,13,0.365,31,0.323,10,54.5,48,0.504,15.7,20,54,0.444,24,0.5,1,"UW-Milwaukee Panther Arena, Milwaukee, Wisconsin",MILWAUKEE,Milwaukee,79.7,Away,WESTERN-MICHIGAN,Western Michigan
